mission_id,mission_type,latitude,longitude,urgency_level,urgency_score,threat_level,civilian_density,required_sensor,estimated_duration,created_time
M231,Search and Rescue,36.9946,43.0769,High,7.35,7.02,4.62,Multi-Spectral,99,2025-12-17 12:18:21.636234
M232,Disaster Assessment,39.075,40.7089,Critical,9.96,1.47,7.86,Multi-Spectral,80,2025-12-16 22:18:21.636349
M233,Disaster Assessment,40.5506,39.8198,Medium,4.52,2.14,6.6,Multi-Spectral,160,2025-12-17 10:18:21.636446
M234,Search and Rescue,39.3479,36.3927,Medium,4.59,4.09,2.82,HD Camera,104,2025-12-17 13:18:21.636544
M235,Disaster Assessment,38.3843,28.5879,High,6.94,2.76,1.87,Multi-Spectral,73,2025-12-17 10:18:21.636638
M236,Disaster Assessment,37.8741,37.9255,High,6.7,9.07,5.2,Multi-Spectral,134,2025-12-17 07:18:21.636731
M237,Search and Rescue,41.1431,42.4044,High,6.78,9.85,1.41,Thermal,35,2025-12-17 11:18:21.636834
M238,Surveillance,40.9223,32.3238,Medium,5.3,9.71,8.57,Thermal,150,2025-12-17 05:18:21.636927
M239,Border Patrol,41.9047,38.3546,High,7.13,2.49,8.82,Night Vision,128,2025-12-17 14:18:21.637020
M240,Border Patrol,36.1762,40.9903,Critical,9.71,4.41,9.73,Multi-Spectral,158,2025-12-16 23:18:21.637128
M241,Search and Rescue,40.5575,43.7971,Critical,10.4,6.87,3.14,Multi-Spectral,104,2025-12-17 16:18:21.637231
M242,Disaster Assessment,37.0426,39.1042,High,7.33,1.91,2.4,Multi-Spectral,165,2025-12-17 00:18:21.637325
M243,Search and Rescue,39.9069,37.5558,Medium,4.85,8.57,4.71,Night Vision,68,2025-12-17 18:18:21.637429
M244,Disaster Assessment,36.6381,32.3536,Medium,4.5,7.14,1.67,Multi-Spectral,64,2025-12-17 11:18:21.637523
M245,Reconnaissance,39.0759,32.1903,Medium,4.71,1.3,3.04,HD Camera,143,2025-12-17 15:18:21.637617
M246,Disaster Assessment,40.8444,28.0046,High,7.4,6.86,8.74,Night Vision,114,2025-12-17 17:18:21.637710
M247,Disaster Assessment,36.7731,34.0169,High,7.3,5.31,0.18,Multi-Spectral,140,2025-12-17 13:18:21.637802
M248,Border Patrol,41.4646,39.8174,High,7.3,1.16,9.63,Night Vision,113,2025-12-16 20:18:21.637899
M249,Border Patrol,41.2365,28.9139,High,7.2,5.87,0.97,HD Camera,36,2025-12-17 18:18:21.637996
M250,Disaster Assessment,39.5901,32.053,High,6.8,7.69,0.48,Multi-Spectral,161,2025-12-17 17:18:21.638103
M251,Border Patrol,38.0424,43.8135,High,7.13,5.78,8.38,Multi-Spectral,35,2025-12-17 16:18:21.638205
M252,Reconnaissance,41.1342,35.8646,Low,2.56,8.48,5.99,Thermal,140,2025-12-17 10:18:21.638299
M253,Surveillance,41.2113,28.0997,Critical,10.46,1.23,6.94,Multi-Spectral,77,2025-12-17 07:18:21.638391
M254,Border Patrol,36.9889,29.8999,High,7.45,5.01,7.89,Night Vision,65,2025-12-17 12:18:21.638484
M255,Disaster Assessment,38.3071,35.2903,Critical,10.15,9.55,6.01,Night Vision,177,2025-12-17 11:18:21.638577
M256,Border Patrol,36.2386,37.2692,Critical,10.41,3.15,4.7,Thermal,79,2025-12-17 02:18:21.638670
M257,Reconnaissance,39.6647,31.7716,Critical,9.71,5.65,0.06,HD Camera,37,2025-12-17 11:18:21.638762
M258,Reconnaissance,37.7094,34.8685,Low,2.94,2.97,3.97,HD Camera,169,2025-12-17 10:18:21.638856
M259,Surveillance,40.9092,36.0372,High,7.38,6.17,0.3,Multi-Spectral,135,2025-12-17 00:18:21.638948
M260,Reconnaissance,37.6484,33.7078,Critical,9.92,4.7,9.08,Thermal,68,2025-12-17 03:18:21.639048
M261,Border Patrol,41.7304,40.9604,Low,2.5,6.73,0.51,Thermal,154,2025-12-17 02:18:21.639175
M262,Disaster Assessment,36.6869,33.5253,Medium,4.96,4.32,1.21,Multi-Spectral,112,2025-12-17 02:18:21.639269
M263,Border Patrol,37.9265,39.7475,High,6.91,6.81,6.46,Night Vision,119,2025-12-17 09:18:21.639368
M264,Search and Rescue,36.6944,29.6235,Critical,9.67,6.74,7.41,Thermal,39,2025-12-17 03:18:21.639463
M265,Search and Rescue,38.5322,32.0157,Critical,9.99,6.19,0.44,Thermal,151,2025-12-16 20:18:21.639556
M266,Border Patrol,38.3244,41.4813,Critical,9.9,1.7,5.43,HD Camera,148,2025-12-17 07:18:21.639649
M267,Search and Rescue,38.7007,36.8475,High,7.26,1.89,8.9,Multi-Spectral,85,2025-12-16 21:18:21.639749
M268,Disaster Assessment,39.1549,35.6986,High,6.67,6.81,0.45,Thermal,81,2025-12-16 23:18:21.639928
M269,Reconnaissance,39.8749,37.8273,Critical,9.84,1.65,4.1,Thermal,45,2025-12-17 14:18:21.640085
M270,Search and Rescue,39.4813,36.5147,Low,2.61,2.51,9.72,HD Camera,34,2025-12-17 16:18:21.640446
M271,Reconnaissance,36.5958,30.5507,Critical,10.43,4.73,3.95,HD Camera,143,2025-12-17 04:18:21.640702
M272,Surveillance,41.4005,28.9744,High,7.46,3.83,8.88,Multi-Spectral,179,2025-12-17 10:18:21.640855
M273,Border Patrol,39.6413,29.5769,Critical,9.53,9.74,7.74,Thermal,53,2025-12-17 02:18:21.640964
M274,Surveillance,40.5714,41.172,Medium,4.94,3.72,2.59,Night Vision,56,2025-12-16 22:18:21.641065
M275,Disaster Assessment,40.9841,36.2621,High,6.67,6.25,10.0,Thermal,123,2025-12-17 08:18:21.641165
M276,Disaster Assessment,41.9631,41.9654,High,7.12,6.12,6.21,Thermal,139,2025-12-17 11:18:21.641261
M277,Disaster Assessment,40.2653,42.418,Low,2.63,6.34,5.99,HD Camera,110,2025-12-17 07:18:21.641366
M278,Surveillance,39.2959,27.9816,Medium,5.18,5.2,0.34,HD Camera,52,2025-12-17 00:18:21.641461
M279,Search and Rescue,38.9004,41.6803,Low,3.09,4.38,2.86,Thermal,114,2025-12-16 20:18:21.641557
M280,Reconnaissance,38.954,36.8137,Medium,5.37,9.83,4.08,Night Vision,120,2025-12-17 04:18:21.641654
M281,Disaster Assessment,38.8589,43.9341,Low,2.56,1.03,6.4,Thermal,163,2025-12-17 00:18:21.641761
M282,Reconnaissance,39.0626,37.6521,High,7.43,1.17,4.77,Thermal,34,2025-12-17 16:18:21.641857
M283,Search and Rescue,37.7964,33.0982,Critical,10.3,3.51,2.11,Thermal,149,2025-12-17 16:18:21.641969
M284,Reconnaissance,41.9679,28.5268,High,6.5,1.4,3.42,Thermal,141,2025-12-17 14:18:21.642068
M285,Surveillance,40.6135,38.1952,Medium,5.27,8.61,6.14,Multi-Spectral,89,2025-12-17 17:18:21.642164
M286,Disaster Assessment,36.3961,32.9299,High,6.61,8.27,9.48,HD Camera,30,2025-12-17 00:18:21.642261
M287,Reconnaissance,40.0905,28.9198,Low,3.34,3.18,4.78,HD Camera,40,2025-12-17 06:18:21.642357
M288,Disaster Assessment,38.4078,31.9728,Low,2.65,3.4,0.22,Night Vision,101,2025-12-17 18:18:21.642456
M289,Border Patrol,41.8739,37.2594,Medium,4.86,6.83,1.23,Thermal,137,2025-12-17 09:18:21.642553
M290,Search and Rescue,39.3279,37.8305,Low,3.03,5.17,2.35,Thermal,150,2025-12-16 21:18:21.642659
M291,Disaster Assessment,40.6521,31.614,Critical,10.0,3.56,1.34,HD Camera,138,2025-12-17 10:18:21.642764
M292,Disaster Assessment,36.6165,30.2137,High,7.28,7.44,5.93,Thermal,39,2025-12-17 01:18:21.642889
M293,Border Patrol,41.6427,28.4062,High,7.43,8.44,1.3,Thermal,156,2025-12-17 07:18:21.642993
M294,Disaster Assessment,41.3512,34.3749,Medium,5.41,4.4,9.64,Thermal,47,2025-12-16 20:18:21.643100
M295,Search and Rescue,41.581,41.3522,Medium,5.18,2.25,2.54,Night Vision,129,2025-12-17 18:18:21.643354
M296,Disaster Assessment,40.0566,43.0477,Critical,9.77,5.28,6.34,Thermal,37,2025-12-17 14:18:21.643562
M297,Disaster Assessment,38.8558,28.8866,Low,3.13,7.94,0.03,Night Vision,145,2025-12-17 01:18:21.643681
M298,Surveillance,41.1021,30.6039,Low,3.16,5.25,8.8,Thermal,149,2025-12-16 20:18:21.643783
M299,Surveillance,38.3684,42.8237,Critical,9.63,7.63,9.75,Multi-Spectral,89,2025-12-17 11:18:21.643881
M300,Border Patrol,37.7245,33.2524,Low,2.56,2.0,5.16,Multi-Spectral,44,2025-12-17 09:18:21.643979
M301,Surveillance,38.0241,27.3286,High,6.62,4.72,4.93,Night Vision,79,2025-12-17 07:18:21.644103
M302,Disaster Assessment,38.7846,43.3795,Critical,10.02,7.1,3.12,Multi-Spectral,70,2025-12-17 02:18:21.644205
M303,Disaster Assessment,36.7533,27.2881,Low,3.27,8.26,1.2,HD Camera,95,2025-12-16 22:18:21.644300
M304,Border Patrol,39.1078,32.9176,Medium,4.87,1.01,3.0,Multi-Spectral,112,2025-12-17 15:18:21.644394
M305,Reconnaissance,41.3914,40.3144,Critical,10.28,5.12,3.98,Multi-Spectral,164,2025-12-17 10:18:21.644488
M306,Surveillance,38.9045,39.7066,High,6.97,1.52,9.58,Thermal,65,2025-12-16 19:18:21.644582
M307,Disaster Assessment,41.7766,28.2853,Medium,4.87,3.03,1.96,HD Camera,164,2025-12-17 09:18:21.644674
M308,Reconnaissance,36.8818,40.7891,Medium,5.14,4.49,6.74,Night Vision,151,2025-12-17 04:18:21.644767
M309,Disaster Assessment,40.3499,36.1598,High,6.56,7.21,6.9,HD Camera,31,2025-12-16 23:18:21.644878
M310,Border Patrol,36.8056,43.2849,High,7.03,3.18,5.01,Thermal,174,2025-12-17 13:18:21.644985
M311,Search and Rescue,37.0818,34.7962,Medium,5.06,8.78,4.81,Thermal,37,2025-12-17 18:18:21.645112
M312,Border Patrol,40.7589,41.5143,Low,2.74,9.65,1.97,Night Vision,104,2025-12-16 19:18:21.645212
M313,Reconnaissance,39.4172,31.4122,Low,2.94,6.34,0.73,HD Camera,31,2025-12-17 13:18:21.645307
M314,Disaster Assessment,40.3927,33.0357,Low,3.2,4.56,9.53,HD Camera,143,2025-12-17 06:18:21.645410
M315,Search and Rescue,40.31,31.2048,High,7.14,7.0,1.63,Multi-Spectral,144,2025-12-16 21:18:21.645506
M316,Disaster Assessment,36.0542,33.0695,Critical,10.43,3.06,6.34,Multi-Spectral,151,2025-12-17 11:18:21.645600
M317,Search and Rescue,40.8497,31.315,Medium,4.75,4.62,8.95,Thermal,47,2025-12-17 10:18:21.645694
M318,Reconnaissance,38.9681,35.7162,Low,2.98,6.72,0.91,HD Camera,167,2025-12-17 02:18:21.645787
M319,Reconnaissance,39.7322,43.8715,High,6.89,6.16,4.16,Thermal,66,2025-12-17 06:18:21.645886
M320,Disaster Assessment,39.0357,30.7545,Critical,9.54,1.32,1.75,HD Camera,131,2025-12-17 10:18:21.646039
M321,Surveillance,40.315,36.5765,High,6.93,3.94,8.4,Thermal,82,2025-12-17 04:18:21.646178
M322,Search and Rescue,38.5167,40.2662,Low,2.98,5.48,2.05,Thermal,68,2025-12-17 03:18:21.646274
M323,Reconnaissance,36.1969,37.8127,Medium,4.86,3.66,8.79,Thermal,91,2025-12-16 19:18:21.646367
M324,Reconnaissance,37.9931,38.7915,Low,3.27,6.89,1.52,Thermal,99,2025-12-16 22:18:21.646461
M325,Disaster Assessment,36.2254,29.1737,High,7.27,1.0,4.17,HD Camera,84,2025-12-17 09:18:21.646554
M326,Surveillance,37.3825,27.0251,High,7.23,9.7,2.24,Night Vision,126,2025-12-17 10:18:21.646646
M327,Surveillance,39.6578,42.2327,Medium,5.32,3.28,2.71,Thermal,85,2025-12-17 04:18:21.646739
M328,Disaster Assessment,40.5255,33.6843,Low,3.09,6.95,0.78,Night Vision,143,2025-12-17 17:18:21.646851
M329,Border Patrol,39.7706,35.1917,High,6.86,9.54,6.32,Night Vision,143,2025-12-17 13:18:21.646951
M330,Border Patrol,39.0533,33.2778,Medium,5.43,8.45,6.97,Multi-Spectral,44,2025-12-17 13:18:21.647044
M331,Border Patrol,36.7508,41.458,Critical,9.84,1.28,0.52,Thermal,81,2025-12-17 13:18:21.647166
M332,Disaster Assessment,41.1392,38.9199,Low,3.23,6.06,9.47,Thermal,76,2025-12-17 04:18:21.647261
M333,Disaster Assessment,40.4067,33.534,Medium,4.53,8.55,0.11,HD Camera,122,2025-12-17 17:18:21.647353
M334,Surveillance,39.3539,35.5185,Critical,10.21,5.81,5.41,Thermal,105,2025-12-17 03:18:21.647445
M335,Surveillance,40.2865,43.1919,Low,2.73,8.91,8.09,Night Vision,76,2025-12-16 20:18:21.647539
M336,Search and Rescue,40.0362,40.5436,Low,2.75,6.62,5.72,Multi-Spectral,177,2025-12-17 00:18:21.647631
M337,Search and Rescue,36.9769,30.1775,High,6.52,4.52,1.91,Multi-Spectral,123,2025-12-17 18:18:21.647732
M338,Surveillance,38.4272,28.162,Medium,5.28,3.57,4.33,Night Vision,131,2025-12-17 17:18:21.647826
M339,Disaster Assessment,40.7092,39.4693,Low,2.62,8.03,7.85,Thermal,45,2025-12-16 19:18:21.647919
M340,Search and Rescue,41.4884,27.1952,Low,2.95,9.79,1.03,HD Camera,46,2025-12-17 10:18:21.648012
M341,Surveillance,39.4931,30.4755,Critical,10.02,1.67,6.05,HD Camera,102,2025-12-17 03:18:21.648134
M342,Search and Rescue,39.9405,43.4651,High,7.1,1.69,0.76,HD Camera,40,2025-12-17 10:18:21.648231
M343,Disaster Assessment,39.7419,38.0246,Medium,4.77,1.14,9.65,Night Vision,114,2025-12-17 10:18:21.648325
M344,Border Patrol,39.5013,35.9379,Medium,4.75,1.02,1.74,Night Vision,45,2025-12-17 09:18:21.648418
M345,Surveillance,40.4192,42.0109,Low,2.7,6.29,7.01,Thermal,37,2025-12-17 18:18:21.648518
M346,Border Patrol,41.6176,36.2138,High,7.44,2.98,7.26,HD Camera,58,2025-12-17 13:18:21.648613
M347,Border Patrol,40.4569,32.5598,High,7.39,1.76,8.07,Night Vision,68,2025-12-17 10:18:21.648707
M348,Reconnaissance,39.5367,37.426,Critical,10.14,3.18,7.14,Multi-Spectral,128,2025-12-16 22:18:21.648800
M349,Disaster Assessment,37.4903,30.6449,Critical,9.77,3.23,0.63,Thermal,93,2025-12-17 18:18:21.648910
M350,Reconnaissance,38.2332,32.6616,Medium,5.38,4.45,4.94,Night Vision,111,2025-12-17 05:18:21.649006
M351,Reconnaissance,40.4573,39.5446,Medium,5.02,1.62,3.71,Thermal,60,2025-12-17 08:18:21.649129
M352,Border Patrol,41.1912,42.5594,High,7.36,1.32,7.87,HD Camera,124,2025-12-17 08:18:21.649231
M353,Reconnaissance,38.5656,34.5233,Medium,5.15,9.43,0.64,HD Camera,105,2025-12-17 08:18:21.649334
M354,Search and Rescue,37.8063,35.5447,Critical,9.56,5.42,9.27,Night Vision,72,2025-12-17 16:18:21.649449
M355,Search and Rescue,41.5442,28.902,High,7.02,8.08,9.43,HD Camera,162,2025-12-17 06:18:21.649597
M356,Disaster Assessment,40.8351,27.1354,High,7.42,4.99,5.53,Thermal,83,2025-12-16 23:18:21.649725
M357,Border Patrol,37.2964,40.7585,Low,3.29,6.69,3.74,HD Camera,171,2025-12-17 18:18:21.649825
M358,Border Patrol,38.3564,36.4073,Critical,10.0,2.74,8.59,HD Camera,162,2025-12-17 07:18:21.649920
M359,Reconnaissance,36.0795,32.031,High,6.96,4.7,7.22,Multi-Spectral,64,2025-12-16 20:18:21.650014
M360,Surveillance,36.012,39.2186,Critical,10.23,5.63,1.61,Thermal,81,2025-12-17 08:18:21.650192
M361,Search and Rescue,36.729,37.7889,Low,3.08,2.07,2.12,Night Vision,66,2025-12-16 20:18:21.650387
M362,Reconnaissance,40.4963,36.7225,High,7.49,4.73,7.54,Thermal,111,2025-12-17 09:18:21.650502
M363,Search and Rescue,39.0007,34.0033,Critical,10.37,6.68,5.33,Thermal,134,2025-12-16 22:18:21.650600
M364,Surveillance,36.8571,38.7653,High,6.71,4.53,8.96,Night Vision,145,2025-12-17 12:18:21.650695
M365,Surveillance,39.668,41.5743,Medium,5.17,4.67,8.86,Night Vision,133,2025-12-17 03:18:21.650892
M366,Border Patrol,40.1837,39.7949,Medium,4.97,8.87,2.03,Multi-Spectral,80,2025-12-17 10:18:21.651049
M367,Surveillance,41.1298,42.0035,Critical,9.97,1.68,3.88,Multi-Spectral,32,2025-12-17 03:18:21.651170
M368,Search and Rescue,41.2641,33.6199,Critical,10.04,9.71,0.67,Thermal,177,2025-12-17 01:18:21.651269
M369,Search and Rescue,41.9353,30.9363,Medium,5.44,1.39,4.46,Night Vision,82,2025-12-17 11:18:21.651364
M370,Reconnaissance,38.2469,33.2812,Medium,4.55,4.15,9.29,HD Camera,62,2025-12-17 02:18:21.651459
M371,Border Patrol,40.827,40.1378,Critical,10.05,1.6,7.67,HD Camera,112,2025-12-17 03:18:21.651563
M372,Surveillance,40.0648,39.8945,High,6.51,2.87,7.13,Night Vision,55,2025-12-17 10:18:21.651658
M373,Disaster Assessment,36.9521,31.3899,High,7.11,4.9,7.74,HD Camera,116,2025-12-16 21:18:21.651752
M374,Search and Rescue,38.4898,39.1172,High,6.89,6.3,1.85,Thermal,62,2025-12-17 07:18:21.651846
M375,Search and Rescue,37.1275,28.3085,Medium,5.2,4.45,8.22,HD Camera,173,2025-12-17 02:18:21.651954
M376,Border Patrol,41.6344,37.8184,High,6.82,3.43,1.91,HD Camera,71,2025-12-17 15:18:21.652120
M377,Search and Rescue,40.8896,40.2264,Medium,5.26,2.69,0.88,Thermal,142,2025-12-17 18:18:21.652223
M378,Disaster Assessment,38.7839,31.4881,High,6.92,9.0,8.24,Multi-Spectral,35,2025-12-17 01:18:21.652379
M379,Border Patrol,41.3287,32.5299,Low,3.4,9.97,8.25,HD Camera,142,2025-12-17 18:18:21.652517
M380,Surveillance,36.5695,43.9812,Critical,9.83,7.73,8.07,HD Camera,30,2025-12-17 16:18:21.652651
M381,Surveillance,41.767,42.1591,High,7.35,4.65,0.14,Multi-Spectral,128,2025-12-17 16:18:21.652822
M382,Search and Rescue,37.8537,29.255,Medium,5.01,1.05,9.38,Thermal,159,2025-12-17 09:18:21.653435
M383,Reconnaissance,41.9441,39.8644,Medium,4.94,7.37,3.89,Multi-Spectral,115,2025-12-16 20:18:21.653668
M384,Reconnaissance,38.0514,35.9705,Low,2.71,9.96,9.81,Multi-Spectral,159,2025-12-17 09:18:21.653883
M385,Disaster Assessment,39.024,43.1364,Low,3.33,4.26,8.64,Multi-Spectral,171,2025-12-16 22:18:21.654019
M386,Disaster Assessment,40.1453,38.8513,Medium,5.15,3.48,1.56,Multi-Spectral,151,2025-12-17 18:18:21.654118
M387,Disaster Assessment,39.4784,34.6995,Critical,10.45,1.55,6.85,Thermal,121,2025-12-17 08:18:21.654216
M388,Disaster Assessment,40.1142,42.4736,High,7.14,9.58,8.82,HD Camera,115,2025-12-17 13:18:21.654313
M389,Search and Rescue,39.4991,37.0783,Low,2.85,1.47,0.32,Multi-Spectral,64,2025-12-17 02:18:21.654408
M390,Disaster Assessment,41.2975,38.2038,Low,2.71,8.77,8.86,Multi-Spectral,86,2025-12-16 20:18:21.654503
M391,Border Patrol,36.1802,42.2552,Low,3.12,9.76,4.65,Night Vision,146,2025-12-17 05:18:21.654609
M392,Disaster Assessment,38.6124,33.7313,High,7.17,9.03,3.06,HD Camera,87,2025-12-17 01:18:21.654706
M393,Disaster Assessment,38.8497,27.9388,Critical,10.44,1.67,4.38,Multi-Spectral,175,2025-12-17 11:18:21.654803
M394,Disaster Assessment,40.7898,32.5463,High,6.8,3.09,1.3,Night Vision,84,2025-12-17 15:18:21.654918
M395,Surveillance,41.8522,29.892,High,7.4,7.99,0.76,Multi-Spectral,53,2025-12-16 20:18:21.655024
M396,Search and Rescue,40.2401,37.4927,Low,2.66,5.31,7.81,Multi-Spectral,51,2025-12-17 16:18:21.655174
M397,Disaster Assessment,38.927,28.3986,High,6.96,3.76,8.22,HD Camera,72,2025-12-17 17:18:21.655280
M398,Border Patrol,38.0824,36.303,Critical,10.49,6.98,1.99,Night Vision,110,2025-12-17 12:18:21.655379
M399,Surveillance,41.3371,33.3149,Low,2.7,5.4,7.42,Night Vision,113,2025-12-17 13:18:21.655477
M400,Reconnaissance,36.7021,40.5952,Medium,4.62,7.29,4.16,Multi-Spectral,48,2025-12-17 06:18:21.655575
M401,Surveillance,37.0529,36.6514,Low,3.08,5.41,6.45,Multi-Spectral,175,2025-12-17 11:18:21.655682
M402,Border Patrol,37.6765,29.2381,Medium,5.35,2.49,8.54,Night Vision,57,2025-12-17 17:18:21.655784
M403,Surveillance,39.3526,33.3099,Medium,5.29,3.28,9.39,Multi-Spectral,43,2025-12-17 02:18:21.655882
M404,Reconnaissance,40.7756,29.9771,Low,3.17,2.98,2.18,HD Camera,108,2025-12-16 21:18:21.655980
M405,Disaster Assessment,41.224,40.4741,Critical,10.13,7.75,1.52,Thermal,113,2025-12-17 06:18:21.656077
M406,Border Patrol,37.4225,43.1246,High,7.44,6.49,9.25,Night Vision,166,2025-12-17 12:18:21.656174
M407,Surveillance,40.5635,29.6264,High,6.99,4.87,5.97,Night Vision,170,2025-12-17 01:18:21.656280
M408,Surveillance,38.8541,38.4648,Medium,5.26,1.41,6.47,Night Vision,122,2025-12-17 10:18:21.656381
M409,Disaster Assessment,39.0077,27.8541,Medium,4.53,5.96,4.38,HD Camera,179,2025-12-17 07:18:21.656481
M410,Reconnaissance,37.293,32.7121,Medium,4.97,7.96,9.15,Multi-Spectral,72,2025-12-17 07:18:21.656578
M411,Border Patrol,37.199,27.9439,Medium,5.07,6.86,2.11,HD Camera,131,2025-12-16 22:18:21.656686
M412,Search and Rescue,40.4966,34.3289,High,6.59,3.55,4.19,Multi-Spectral,34,2025-12-17 00:18:21.656786
M413,Search and Rescue,41.5992,31.5134,Medium,5.11,7.11,3.18,HD Camera,122,2025-12-17 14:18:21.656910
M414,Reconnaissance,38.1025,42.5198,Medium,4.84,5.1,6.78,Thermal,135,2025-12-16 20:18:21.657013
M415,Disaster Assessment,37.8713,32.7795,Low,2.58,4.99,2.61,HD Camera,178,2025-12-17 18:18:21.657113
M416,Disaster Assessment,38.2351,42.7867,Critical,9.56,1.83,1.63,Multi-Spectral,70,2025-12-16 20:18:21.657210
M417,Surveillance,39.0091,31.1932,High,6.97,6.96,7.51,Multi-Spectral,70,2025-12-17 00:18:21.657306
M418,Reconnaissance,36.6888,43.0061,High,7.28,5.16,8.65,Multi-Spectral,91,2025-12-17 17:18:21.657483
M419,Search and Rescue,41.4551,32.3359,Low,3.19,3.44,1.91,HD Camera,171,2025-12-16 22:18:21.657593
M420,Border Patrol,40.935,29.9468,Low,2.99,2.05,6.82,HD Camera,74,2025-12-16 23:18:21.657729
M421,Border Patrol,36.6995,36.2938,Critical,10.4,4.1,7.33,Multi-Spectral,117,2025-12-16 22:18:21.657852
M422,Disaster Assessment,39.1389,38.8947,Low,2.91,6.05,9.43,Multi-Spectral,153,2025-12-17 14:18:21.658006
M423,Search and Rescue,38.7839,29.0181,Medium,5.48,2.93,0.67,Multi-Spectral,147,2025-12-17 11:18:21.658179
M424,Disaster Assessment,41.1808,30.7921,Medium,5.37,8.11,7.48,Multi-Spectral,170,2025-12-16 21:18:21.658285
M425,Disaster Assessment,37.558,43.4853,Low,2.93,4.13,0.5,Multi-Spectral,34,2025-12-17 18:18:21.658382
M426,Surveillance,37.5171,36.8197,Medium,4.86,8.41,8.21,HD Camera,164,2025-12-17 03:18:21.658476
M427,Border Patrol,37.2544,28.4397,High,6.97,5.34,8.41,HD Camera,57,2025-12-17 11:18:21.658570
M428,Surveillance,40.5713,40.2856,Medium,4.78,2.84,0.17,Thermal,170,2025-12-17 02:18:21.658662
M429,Border Patrol,41.6227,32.3006,Medium,4.75,6.89,6.19,Multi-Spectral,114,2025-12-17 05:18:21.658755
M430,Surveillance,37.4349,35.7091,High,7.27,1.4,6.93,Night Vision,83,2025-12-17 15:18:21.658882
M431,Reconnaissance,41.0019,40.8494,High,7.11,4.36,2.55,Thermal,96,2025-12-17 15:18:21.658990
M432,Surveillance,39.2267,31.7277,Medium,4.72,3.59,5.56,Multi-Spectral,154,2025-12-17 15:18:21.659087
M433,Surveillance,39.1097,39.072,High,6.6,3.86,9.69,Night Vision,173,2025-12-17 06:18:21.659335
M434,Search and Rescue,41.6058,42.5791,Low,3.14,6.67,4.03,HD Camera,77,2025-12-17 01:18:21.659491
M435,Surveillance,38.3894,34.5464,Medium,5.39,6.92,0.08,Multi-Spectral,156,2025-12-17 05:18:21.659631
M436,Disaster Assessment,41.4904,31.2699,High,7.34,5.36,5.14,Thermal,165,2025-12-17 13:18:21.659767
M437,Reconnaissance,40.9709,39.1184,Medium,5.2,3.92,2.34,Night Vision,81,2025-12-16 21:18:21.659904
M438,Reconnaissance,38.4013,40.3161,Low,2.77,9.91,0.26,Multi-Spectral,58,2025-12-17 05:18:21.660054
M439,Border Patrol,37.827,30.3676,High,6.57,8.98,4.2,Multi-Spectral,111,2025-12-17 17:18:21.660202
M440,Surveillance,38.6535,40.5526,Medium,5.22,7.21,3.41,Night Vision,32,2025-12-17 05:18:21.660344
M441,Reconnaissance,36.9781,30.9748,Medium,4.52,8.51,9.75,Night Vision,69,2025-12-17 17:18:21.660495
M442,Disaster Assessment,41.5615,30.6329,Critical,9.92,1.09,8.58,Night Vision,117,2025-12-17 13:18:21.660628
M443,Border Patrol,37.8386,27.6844,Medium,5.09,4.58,9.74,HD Camera,39,2025-12-17 04:18:21.660761
M444,Disaster Assessment,40.9942,40.696,High,6.72,3.03,8.17,Thermal,43,2025-12-17 15:18:21.660934
M445,Disaster Assessment,39.7587,31.8846,Critical,9.78,3.99,6.63,Multi-Spectral,103,2025-12-17 14:18:21.661044
M446,Surveillance,38.3674,36.009,High,6.66,6.15,8.05,Night Vision,166,2025-12-16 23:18:21.661157
M447,Border Patrol,38.1664,33.9437,High,7.18,1.51,0.35,Thermal,80,2025-12-17 17:18:21.661354
M448,Surveillance,41.8562,32.8619,High,6.84,3.81,1.22,Night Vision,91,2025-12-17 13:18:21.661535
M449,Disaster Assessment,40.9564,38.4426,Medium,5.32,4.57,1.56,HD Camera,110,2025-12-16 21:18:21.661714
